Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCN18,OUT046,1755.3928046772094
NCQ05,OUT018,2074.5656059162447
FDW47,OUT035,2057.5703542053207
FDV46,OUT035,2318.6146613674246
NCP29,OUT045,1025.5917721061896
FDE09,OUT018,1497.3885298088126
NCU06,OUT027,5027.689226118087
FDT19,OUT010,861.2923483090653
DRF15,OUT017,2529.227816908732
DRI51,OUT013,2740.3623627853353
NCX54,OUT013,1755.4623004951677
DRE01,OUT013,3860.5465222511693
NCB07,OUT045,3012.805715858616
FDU50,OUT035,2057.1335343798223
FDG40,OUT035,748.3736491505437
FDW10,OUT018,2436.596030124244
FDX51,OUT013,3198.8544729677465
NCP17,OUT045,983.898164445131
FDP21,OUT035,3181.6609021895165
FDL04,OUT045,1645.2679141110534
FDV23,OUT013,2050.7679188857146
FDF24,OUT046,1330.5761949553848
FDH56,OUT027,3314.822765543262
FDB51,OUT049,1153.5633914032674
FDI58,OUT027,3027.1240801721533
FDR20,OUT013,893.0810053049506
FDC51,OUT018,1726.8436757593356
FDB16,OUT027,2844.257358850092
FDE40,OUT049,1142.127487023153
NCM17,OUT035,902.3980822311469
FDU56,OUT035,3050.9819522254998
FDS32,OUT019,482.42426500788986
FDX02,OUT049,3607.1382371274312
FDT39,OUT027,3913.7692065084248
FDE35,OUT017,1175.696141888565
NCI42,OUT019,1480.506264731086
DRL23,OUT046,1639.4254103332587
FDA10,OUT046,1884.1480051467604
FDA11,OUT013,1647.47819486884
NCM06,OUT046,2428.498771160698
NCT05,OUT035,4171.115798235427
NCQ02,OUT010,976.4901370210127
NCY06,OUT049,2141.494245284682
FDY56,OUT035,3705.099849971036
FDL02,OUT035,1843.6780415393503
NCI06,OUT035,2953.2689159915813
FDQ14,OUT045,2380.1459446300046
FDQ12,OUT017,3730.126162949412
FDP36,OUT046,851.0867132479465
FDK21,OUT027,5370.719736971942
FDO40,OUT045,2310.7520078840503
NCK54,OUT019,56.81298040739159
FDY09,OUT018,2482.418261291216
NCW30,OUT049,4199.202751626244
NCC55,OUT027,2060.078834279174
FDE58,OUT018,1555.3543996250849
FDR39,OUT013,2949.3452857934867
FDU28,OUT049,3066.005352202655
FDH08,OUT017,3750.0162529748877
FDG35,OUT045,2764.6256966490428
FDG22,OUT049,747.6069930602014
FDC34,OUT035,2659.9923375089525
FDP15,OUT018,3679.7494335733627
FDK34,OUT010,1803.8799455318367
FDU45,OUT035,2038.7537880167624
FDQ04,OUT027,2130.1318253490317
FDX22,OUT018,3076.693995970998
FDB45,OUT017,1780.9753018661286
NCH43,OUT027,4833.364874274125
DRE60,OUT046,3492.512524726084
FDD17,OUT027,5144.9693092524285
NCM54,OUT017,2139.266251603181
NCH55,OUT013,2078.0807509427896
NCT06,OUT017,2724.134949622355
FDA48,OUT027,4915.987189467258
FDY58,OUT027,5023.139242939734
FDO25,OUT045,3329.6930328511366
FDN50,OUT045,1548.1222675519166
FDH35,OUT035,2732.3174818253638
FDK09,OUT045,3537.490957186866
FDO16,OUT013,1454.968822721938
FDW11,OUT045,1040.5251047441393
FDU47,OUT027,3721.687944325411
NCQ42,OUT010,55.10501838716283
FDK55,OUT027,2889.591088869598
FDN08,OUT049,2033.5805303138704
FDT57,OUT045,3698.7273740889373
FDJ12,OUT018,3031.519997469973
DRL59,OUT017,1003.3656984579659
NCN53,OUT046,605.6761879895834
FDO51,OUT010,-1117.6278630359923
FDK56,OUT017,3127.123482008614
FDY12,OUT035,1087.3337339017864
FDU15,OUT035,830.386251536409
FDQ19,OUT046,3847.9633115682263
DRF15,OUT045,2393.392785335223
DRE25,OUT019,-326.53803453466463
FDK57,OUT018,1620.3150150552951
FDD33,OUT010,1681.1928608669082
FDR34,OUT027,5077.558790991846
FDU04,OUT045,1946.2681168181036
FDE35,OUT019,-753.2932144036897
NCD31,OUT035,2711.638668562429
FDJ56,OUT035,1774.0308287020432
NCU53,OUT046,2589.790796724437
FDD39,OUT035,3506.3403515018217
NCU17,OUT019,-160.1235439948956
FDJ20,OUT046,1948.0053236212557
NCW41,OUT018,2150.1428116143875
FDL52,OUT035,887.7709430100912
FDS39,OUT035,2423.2666057368524
DRJ47,OUT045,2696.611859721691
FDP13,OUT010,-1187.1181936844994
DRK39,OUT010,-584.4499560273277
FDF28,OUT010,103.8433262413368
FDB09,OUT045,1970.9451889992401
FDM51,OUT046,1635.5098936618945
DRM49,OUT018,539.7899451901052
DRF23,OUT013,2884.653649253468
DRH01,OUT035,2844.2940435485702
FDH12,OUT027,3163.0606075485966
FDA28,OUT019,233.27254145570373
FDW37,OUT018,1135.1934517328084
FDF02,OUT046,1622.7062150922116
DRL37,OUT046,693.4455317389726
NCF43,OUT046,2222.118270321834
FDH08,OUT010,1659.7733837063868
FDR34,OUT019,1840.1495765549125
NCK19,OUT049,3167.4884610650784
NCD55,OUT018,414.84667364715966
FDT27,OUT049,3819.9151328349526
FDQ57,OUT045,2342.9243825567128
FDA47,OUT035,2774.1771491818295
DRG15,OUT027,2479.3383519874724
FDE05,OUT018,2072.9590782282235
FDN46,OUT046,1661.2589965034688
FDX27,OUT027,2987.2367729062216
FDT51,OUT045,1811.1518308537811
FDU33,OUT013,910.7104529277569
FDJ16,OUT027,2430.0235608776234
FDD20,OUT019,152.0497642064023
FDT36,OUT049,694.4498116176635
DRF15,OUT027,3850.6866755481306
FDN52,OUT010,-458.6372719841281
FDC22,OUT027,4499.034224077747
FDX15,OUT045,2501.07427476432
FDT13,OUT013,3018.99475764577
FDU04,OUT017,2109.714882676224
FDU31,OUT019,1638.7289392556804
FDW59,OUT027,2831.5669199596296
NCO29,OUT046,2572.94455537864
FDL15,OUT035,2541.7866646679267
FDI41,OUT049,2432.998254995482
FDQ48,OUT049,1736.3838353146293
DRI39,OUT013,994.732612138616
FDI08,OUT013,4027.3647336721033
FDC21,OUT049,1908.6548527625773
FDF58,OUT035,1183.839897571647
FDS08,OUT010,895.4532944973166
FDE47,OUT045,1944.712046580025
NCP18,OUT019,593.671419695308
NCR41,OUT013,1600.5177539983524
FDA27,OUT013,4070.6376344857576
FDA43,OUT035,3212.664317514217
FDA49,OUT045,1358.337121654557
NCE55,OUT018,2514.3416584695883
DRM49,OUT027,2260.555917773342
FDF22,OUT027,4806.897538860612
FDQ15,OUT018,1027.2230840739085
NCS54,OUT017,2891.1721106492278
NCY05,OUT013,694.3241199414294
FDR45,OUT046,3734.196351581244
FDK57,OUT049,2051.532693216646
FDF41,OUT010,1938.4583426983831
FDV21,OUT046,1981.5458456036838
FDD51,OUT046,747.554906421984
FDF33,OUT046,1754.294417588452
FDA38,OUT046,3742.6266387248174
FDR56,OUT045,3099.3586249879068
NCN41,OUT017,2056.6172381494816
FDC60,OUT027,2915.2548007506193
FDB47,OUT045,3269.2080758798743
DRH01,OUT013,2816.3143411153446
FDW08,OUT046,1656.7713771329381
FDF38,OUT027,2170.3391390249426
FDY32,OUT017,2746.1514980446186
FDG34,OUT049,1915.4984887352412
FDG47,OUT019,2277.152563469541
NCF18,OUT035,3095.0430239679636
FDL39,OUT019,1098.4818386830793
NCH55,OUT035,2126.0007664567165
DRJ35,OUT049,1117.3037902445635
FDS44,OUT035,3936.2408331170363
DRE01,OUT018,3478.248347079114
FDY39,OUT013,3066.9125643549332
FDY32,OUT018,2284.4670523992963
FDR33,OUT027,3227.5726383257106
NCP50,OUT049,1387.8195093226273
FDZ47,OUT018,1304.7090668776664
FDU57,OUT049,2583.5063565820747
FDY44,OUT013,3181.4328229729995
DRH59,OUT018,915.567349703839
FDB03,OUT027,5249.172601576848
FDY46,OUT045,2902.062569145005
FDM39,OUT045,2810.7453391509534
FDY36,OUT035,1379.963558531334
NCM55,OUT035,3023.492638969936
FDJ50,OUT010,-1037.501346366748
DRL60,OUT013,2483.5613132407266
NCJ54,OUT049,3739.277913615989
FDX59,OUT017,758.3993205301274
FDI07,OUT013,3258.8085398794356
DRF51,OUT010,-1289.7616178449225
FDM14,OUT017,1907.2608939975441
FDP21,OUT045,3019.04936867368
FDE40,OUT035,1226.996660975001
FDE05,OUT035,2538.421939704512
FDM13,OUT027,3558.7759812538206
FDC34,OUT027,3968.434888515204
NCI55,OUT018,1624.223854432515
NCE43,OUT018,2353.5653862440145
FDW58,OUT018,1389.8946234086313
FDG60,OUT045,3626.09769355805
FDV31,OUT017,2942.883412539329
FDR47,OUT013,3111.7469630300307
FDM60,OUT019,-1058.4941394484913
NCF06,OUT018,3761.3116713906816
NCN26,OUT027,3299.2659462868014
FDQ59,OUT049,1556.8759911802886
FDF09,OUT046,642.0422925759642
NCS06,OUT017,4292.728001087408
FDT44,OUT046,1837.874265377981
FDI19,OUT017,3962.6895568279924
FDT22,OUT017,1154.4085308772044
NCF54,OUT027,4124.687590162058
DRG25,OUT045,2917.7369547250755
FDB59,OUT017,3229.97835885316
FDQ37,OUT017,3174.179075744231
FDP56,OUT035,985.0571893155322
FDW44,OUT035,2927.1395429750596
FDJ26,OUT010,1465.740406624717
FDU43,OUT018,3441.5293095455545
FDW33,OUT045,1684.923987771153
NCX53,OUT027,3702.484950271809
FDN56,OUT010,453.38413087312034
DRF15,OUT049,2484.944832348091
FDO33,OUT017,1971.789079198295
FDZ39,OUT010,-256.63553142356494
NCJ19,OUT017,1029.0658326570854
FDU01,OUT035,3073.306122091743
FDT12,OUT035,3743.1151336800826
NCM18,OUT018,713.8308641026316
FDP19,OUT017,2203.8232263748605
NCR42,OUT049,689.1456783606199
FDN10,OUT046,1874.2142358121769
FDG44,OUT017,1094.8597599119441
FDQ10,OUT046,2680.4093585344804
DRH13,OUT049,1812.4702736015042
FDT52,OUT013,3976.95986234464
FDM56,OUT045,1742.610388019608
NCO43,OUT010,-293.86051885922205
NCV29,OUT035,2933.293873166708
NCF06,OUT013,4161.980670010879
FDO50,OUT035,1612.2812990126204
FDT59,OUT013,3678.7015761699936
FDX40,OUT027,2082.4853300859536
FDE50,OUT017,3102.9692340753
FDX51,OUT017,3312.0240522575386
NCD30,OUT018,1246.2786493839908
FDK15,OUT013,1705.4085393980522
FDL12,OUT045,1031.5347171795888
FDK46,OUT017,4221.320200332147
DRH49,OUT010,-667.873948832425
FDQ57,OUT046,2327.986635562036
FDY59,OUT017,1682.5071606619072
FDO09,OUT018,3836.958585348358
NCG30,OUT035,2112.3548641284265
FDM09,OUT017,2867.892802175281
NCN17,OUT027,3053.6971311661728
NCS42,OUT013,1537.1444628598395
FDD02,OUT019,65.38269087083273
FDE34,OUT013,2967.8398634983414
FDU38,OUT045,3024.6602281657483
FDB33,OUT046,2443.778031566527
NCJ29,OUT017,1552.3466380285054
FDZ27,OUT035,990.1270483894809
FDI40,OUT013,1736.8176154014889
FDG22,OUT013,763.0794968836549
FDT51,OUT017,1980.7325750239406
FDF20,OUT018,2828.6020758753666
FDV50,OUT035,2091.438999030315
FDT02,OUT049,738.5762792046162
DRC49,OUT017,2455.342168710133
FDF26,OUT049,2588.015136398948
FDV52,OUT035,2058.2764435528984
FDX59,OUT049,734.0582928219939
FDV25,OUT035,3665.433754189177
FDW23,OUT027,2112.4196701610254
FDE53,OUT018,1444.5240260477765
FDA19,OUT017,2246.6501489207294
FDH22,OUT046,2007.7595682927226
NCO41,OUT013,1643.1079231248027
FDX12,OUT017,3952.3987437160813
FDF17,OUT013,3212.443958740324
FDS11,OUT045,3545.746473417031
FDR51,OUT035,2588.8309272054476
FDT49,OUT010,-219.1404268821795
FDC56,OUT013,2021.2450277333128
FDR13,OUT027,3356.3397947615404
FDQ60,OUT035,2149.9856425504167
FDN38,OUT049,4070.5879135525256
NCL29,OUT013,2572.119321111457
FDO13,OUT027,4037.243166548842
FDE26,OUT018,2003.381161963788
FDA31,OUT010,804.8063863734117
FDX14,OUT035,1380.8357765675362
FDA34,OUT045,2740.2366688857046
FDF26,OUT013,2580.482378987468
FDE38,OUT045,2646.3486780548033
DRI11,OUT046,1804.4094681708373
FDQ60,OUT027,3384.174366957265
FDL21,OUT027,2174.828969072586
DRC12,OUT027,4459.126134510437
FDC47,OUT046,3531.9321246882037
FDE57,OUT045,2225.0815883367486
FDT14,OUT045,1961.7268643523525
NCZ53,OUT046,2955.7229772191495
FDE28,OUT018,3371.5201183611834
FDR19,OUT035,2479.0538169796478
NCF54,OUT019,918.3717635191055
FDZ08,OUT046,1339.8764753630003
NCJ05,OUT018,2104.18749585465
FDF59,OUT046,1998.6418963646754
NCO05,OUT035,1776.665958625361
FDW24,OUT018,569.8545467812845
NCX42,OUT018,2345.1118825130625
NCA53,OUT035,958.2744512495939
FDI45,OUT019,986.5543931397334
FDG46,OUT046,1848.9074913242334
FDM20,OUT010,1878.4471969585109
FDW11,OUT010,-921.0040508144384
FDX08,OUT035,2977.926368843606
NCK17,OUT035,842.8969029161735
FDK32,OUT018,2138.9283249687314
NCA42,OUT035,2684.148703141284
DRI01,OUT035,2861.4822208659607
NCL55,OUT049,4062.0747785172657
DRE25,OUT018,1209.4871213119627
FDD14,OUT017,3000.036516267826
FDB10,OUT046,3673.7607954717623
DRN11,OUT035,2461.86622957235
FDP38,OUT018,576.3624564218695
NCA30,OUT017,3071.5880132682355
FDT15,OUT017,3110.9769232311096
NCP55,OUT018,633.5781323936097
FDF12,OUT035,2525.1204400313177
FDM21,OUT018,3678.097610290829
FDX56,OUT035,3412.1129352860653
FDF10,OUT017,2488.1370848599686
FDT32,OUT045,2988.9726587464465
FDM51,OUT018,1389.0083615678218
NCR50,OUT018,2101.4468516244965
FDI19,OUT049,3889.2695127068714
FDX21,OUT017,1906.7904112827052
FDR31,OUT035,2533.4971256796957
FDY02,OUT013,4226.626786777338
NCA29,OUT045,2671.4817732580545
NCX17,OUT046,3543.7813148637233
FDM12,OUT045,3010.0862881521525
FDI53,OUT027,4025.6948844156004
NCU30,OUT049,2715.8995203877594
FDC56,OUT027,3374.7845934436036
FDK27,OUT018,1680.2764238253767
NCK18,OUT017,2779.0744351246167
FDB52,OUT019,2222.737074033189
DRG25,OUT027,4403.335672416709
FDZ13,OUT049,1043.6031350880194
FDB57,OUT019,1750.0705614584963
FDR40,OUT046,1381.8153461478746
NCO14,OUT019,-1059.1885725054572
NCN19,OUT045,2970.9667493629613
FDQ28,OUT019,695.8698029173412
FDO13,OUT018,2332.9825013806458
FDK48,OUT013,1365.494458547135
FDU07,OUT018,2129.2665608682573
FDW20,OUT046,1903.7636409517822
FDV12,OUT010,-323.8205109940122
FDH24,OUT013,2548.820279300267
FDV59,OUT049,3492.088026420417
FDK57,OUT045,1915.5016228517495
FDL16,OUT027,2214.047290222811
NCQ17,OUT046,2424.265981171462
FDJ15,OUT018,2677.8936232144893
FDX24,OUT049,1635.8802970010497
FDT47,OUT046,1607.5807961093453
FDT10,OUT049,1143.9784623502164
FDZ37,OUT018,1198.534594002488
FDW43,OUT027,5090.575741026196
DRN36,OUT017,1673.9261983231686
FDJ14,OUT045,1357.5736822878455
FDA32,OUT013,3487.048187509675
FDJ38,OUT019,1234.1424346111273
FDQ57,OUT017,2503.0688554881413
NCQ41,OUT019,1223.4304387294987
FDG56,OUT049,1145.3312584390242
DRC13,OUT027,3463.433233587615
FDV55,OUT035,2421.8549555248965
FDQ49,OUT045,2488.702415572795
FDE29,OUT010,-928.7802465815482
FDR03,OUT013,3347.008974215708
FDD45,OUT049,1625.442180073897
FDN38,OUT010,2036.081271634719
FDT56,OUT046,970.2277935390696
FDT48,OUT045,3166.279393267429
FDU03,OUT049,2973.444025743162
FDC56,OUT010,-25.074785831272038
NCO43,OUT027,3027.4657401079894
FDQ27,OUT017,1869.9870228080454
FDR03,OUT046,3244.594749491695
DRH23,OUT010,-1062.4986669344894
FDG22,OUT045,672.9257212616114
NCJ42,OUT013,1701.9177414645142
FDR24,OUT046,1464.3171917722466
FDW60,OUT035,3010.9600839791474
FDJ08,OUT013,3077.3689629931973
DRL59,OUT018,558.544180310359
FDG60,OUT010,1667.2600107926196
FDW27,OUT017,2697.6855549736106
FDX14,OUT018,962.9098337166055
FDC20,OUT013,1027.4374202451922
NCS29,OUT018,3825.900827373098
FDJ56,OUT046,1601.0811080259637
FDB20,OUT019,-546.9235090968868
FDL28,OUT027,5075.837132549135
FDW01,OUT018,2101.6440541934417
FDL03,OUT046,3098.771230914038
FDX22,OUT049,3466.494363706861
FDJ21,OUT035,2476.1603309001093
FDR31,OUT045,2403.0913436132387
FDG21,OUT035,2573.8574971975345
FDS22,OUT027,2224.6139556849557
FDK08,OUT035,1813.3720082834145
FDE17,OUT018,2123.544197234542
NCN30,OUT017,1665.078755468437
FDT50,OUT046,1613.5814622477715
NCX42,OUT049,2705.7694962368687
FDJ12,OUT035,3481.6469441241284
NCA18,OUT027,3305.380068601048
FDP23,OUT019,1606.5143884415515
FDX12,OUT013,3881.846729401969
FDN40,OUT018,2156.0585676995006
FDV48,OUT035,1486.3699763391883
NCY54,OUT013,2790.922084175517
FDL16,OUT010,-1171.027053060686
FDR45,OUT018,3473.890732189719
FDJ52,OUT046,2546.571335360338
DRG01,OUT017,1393.6854712057473
FDP52,OUT013,3722.5894500454338
FDU58,OUT017,3166.1653790166074
FDL02,OUT045,1693.3281376618054
FDG28,OUT013,3964.95535334233
FDA19,OUT035,2227.421744370886
FDW46,OUT027,2587.5225816592583
NCD43,OUT049,1766.6133039489139
DRG39,OUT013,937.4962069280837
NCF55,OUT049,739.4168743879651
FDJ07,OUT046,1886.0428585674622
FDE08,OUT046,2325.77142627172
FDP56,OUT019,-967.16266869597
FDT45,OUT045,865.3026359560042
FDF17,OUT018,2808.7023475898577
FDX44,OUT046,1410.6347679637438
FDM28,OUT027,4280.517992225912
FDI36,OUT049,3265.808904462299
FDS07,OUT045,1829.640666925477
FDD36,OUT045,1866.7030995869632
FDW11,OUT046,978.0439184661006
FDN40,OUT049,2581.142081625362
NCQ18,OUT049,1647.5840370339974
NCQ54,OUT017,2743.520039140534
NCS42,OUT045,1466.9253249805472
DRH39,OUT010,-751.3205243782645
FDC09,OUT027,3161.4245779272533
FDT08,OUT010,441.99241380160385
FDC08,OUT035,3701.4344392232306
FDT20,OUT017,810.5573007969672
FDS35,OUT035,1224.0240052207994
FDX58,OUT018,2577.0072602013656
FDW58,OUT046,1636.7301371924082
DRD27,OUT046,1535.6871183204025
FDH32,OUT019,-233.8398463974592
FDS26,OUT035,4221.372007125515
FDQ31,OUT046,1461.2267294628575
FDP11,OUT018,3135.8036663698435
FDD58,OUT017,1775.576458084141
FDM33,OUT045,3396.9566094162033
FDZ16,OUT049,3207.5518968939127
NCS29,OUT010,2191.1104011361
NCM18,OUT019,-828.7374533591648
FDP11,OUT049,3533.27810703166
NCC42,OUT017,2368.47041591353
DRM23,OUT046,2668.622366633936
NCN55,OUT027,5174.899872043582
FDK46,OUT013,4131.165432515401
FDR01,OUT046,3179.046769793859
NCA05,OUT045,2314.3214057716964
NCP43,OUT017,2919.105082137828
FDR12,OUT010,796.0729102223373
FDQ01,OUT013,4100.270703584667
FDM13,OUT046,2090.7755780220286
FDQ19,OUT017,4027.8813390166815
FDK56,OUT019,1118.2850067219379
NCX06,OUT010,898.2752163525322
FDO56,OUT027,3392.8738230008566
FDU45,OUT045,1825.528367411066
FDI16,OUT019,-845.607329103773
FDL32,OUT046,1813.7560000093624
FDA07,OUT046,2015.8579922002236
FDA14,OUT045,2303.648008982466
FDV46,OUT027,3669.349558076866
NCO07,OUT035,3494.334712613067
NCP41,OUT046,1639.2396002596693
FDY60,OUT018,2018.3548793039943
FDN38,OUT017,4151.668940161106
FDO15,OUT046,1229.150761668402
FDT60,OUT013,2035.8442794582863
FDA55,OUT035,3696.8834822177732
FDE02,OUT010,-400.2498051185147
DRJ39,OUT049,3529.944910711636
FDV34,OUT035,1431.349090244953
FDS20,OUT027,4348.56626609127
FDF02,OUT027,3097.3339419329677
FDW40,OUT017,2465.8782020996796
NCB43,OUT046,2861.529262212127
FDR58,OUT017,1649.1250258664527
DRJ59,OUT035,840.2916148578527
NCD30,OUT017,1697.2346427509412
FDE14,OUT017,1772.952877160721
FDC28,OUT018,1461.512837070059
FDU16,OUT018,1092.8417841927255
NCD19,OUT035,1088.4437710409459
FDU21,OUT046,649.829908890951
FDV59,OUT027,4854.774645255539
FDU03,OUT045,2875.446829529431
FDC33,OUT010,1244.725762013669
NCR42,OUT035,763.2738210611951
DRH59,OUT035,1382.5691351666555
NCM31,OUT035,2426.5167395823673
FDS50,OUT035,3618.0183984843607
FDP39,OUT046,852.8122953306269
FDQ55,OUT013,1993.6733603373427
FDV36,OUT019,183.75864807375228
FDI05,OUT027,2744.186727849169
FDS45,OUT027,3215.4004060584994
FDA39,OUT045,687.106397021294
FDC37,OUT010,-217.23626042180564
FDJ60,OUT027,4121.149087925083
DRQ35,OUT046,1939.6739760661226
NCJ06,OUT046,1838.8151361537498
NCY42,OUT018,2014.7504260555218
DRM37,OUT049,3172.715951388338
FDR14,OUT045,858.1801471908102
FDE51,OUT049,935.0583843807058
FDT33,OUT017,2854.0647954572546
FDR08,OUT013,1858.7990616973198
FDE36,OUT010,715.6933382541902
FDL22,OUT019,-343.95389703571635
FDR44,OUT013,2251.3334517114336
FDI56,OUT019,-359.90091297153884
FDE47,OUT010,67.88070321428671
FDV27,OUT010,-424.4611127740769
FDV10,OUT049,891.7773910004794
FDC40,OUT045,1296.9482844465738
NCX41,OUT013,3346.1560812503762
NCQ38,OUT027,3116.869321916619
FDV12,OUT027,3110.8094372874266
FDE52,OUT017,1638.9417869907452
FDG20,OUT027,4278.999031324263
FDV16,OUT027,2091.653221680209
FDI32,OUT017,1953.1543699926308
FDJ32,OUT049,1137.506668960459
FDN39,OUT018,2403.2325373839944
FDY34,OUT017,2853.029892628496
FDC14,OUT035,900.8216667965905
FDA55,OUT017,3702.307865639939
FDZ50,OUT010,969.0886217547477
DRG13,OUT049,2687.953161739228
FDP01,OUT013,2516.6985950380376
NCG54,OUT017,2860.6275939204183
FDM13,OUT045,2116.4460332467343
NCO18,OUT027,4247.318722394418
NCW41,OUT013,2517.0688028499553
FDM52,OUT027,3794.329793973736
NCF55,OUT035,776.7342798361934
FDT09,OUT046,2103.2675234309336
NCM19,OUT035,1909.5825683946498
FDW12,OUT018,2103.734685993001
FDP15,OUT019,2199.408261342371
FDK36,OUT045,831.3862231334678
FDZ25,OUT035,2897.9664905777204
NCW06,OUT049,3114.9139895311528
FDW60,OUT046,2868.686307260919
DRC49,OUT013,2394.3324011086734
NCT17,OUT035,3128.470184460799
NCN06,OUT018,2309.427109876609
FDC45,OUT013,2753.445447414254
DRJ47,OUT019,892.030450657237
NCF06,OUT045,4042.688996223901
FDE21,OUT010,-68.21951719335004
DRG27,OUT013,787.1765742330749
FDW40,OUT049,2394.002053057507
NCO53,OUT046,2846.807252805479
FDE23,OUT049,891.0225945092718
FDQ16,OUT046,1684.5395757441556
FDS26,OUT045,4011.2084145038093
FDZ13,OUT010,-1067.9982293143855
FDS14,OUT049,2604.447874169151
FDC10,OUT045,1947.9616586277552
FDY16,OUT049,3040.653124068847
FDJ20,OUT035,2165.4322821925243
FDV43,OUT035,865.4683766089589
FDZ32,OUT027,3195.582896975512
FDR23,OUT046,2716.3945983181475
FDN24,OUT035,1028.7383873216602
FDE34,OUT027,4326.627572058524
FDU31,OUT013,3562.2967538570974
FDW33,OUT018,1441.8821649719923
FDU26,OUT046,1879.221352949292
FDE20,OUT027,4175.355180987061
NCW05,OUT035,1797.4010322238735
FDB22,OUT018,2131.87023934038
FDO56,OUT046,1890.666049399582
FDA19,OUT027,3512.171081470661
DRI39,OUT045,906.1050807492643
FDH52,OUT018,768.0112924089386
FDZ50,OUT035,3078.8533437606084
NCN42,OUT035,2439.383387895324
FDB53,OUT013,2428.4778676279325
DRG11,OUT017,1921.2292128668328
DRK11,OUT027,3799.6690117716753
FDQ60,OUT017,2178.401495435151
FDT36,OUT017,747.9200999165042
DRG25,OUT018,2630.224846882088
DRJ23,OUT046,2937.1497170281145
FDG05,OUT035,2709.4586326006274
NCK06,OUT018,1661.2808209766176
FDU52,OUT017,2621.261900476592
FDW07,OUT018,1152.2880978848927
NCM17,OUT045,753.5853322399382
FDA22,OUT045,2671.424139006655
NCA41,OUT018,2726.4851936584423
FDF38,OUT035,919.5900511876966
FDH52,OUT046,1065.1291338574838
FDY58,OUT019,1743.4693969242494
FDZ16,OUT045,3085.3225682042084
NCM18,OUT017,1154.046631949207
FDA22,OUT018,2362.433621523883
NCJ43,OUT035,2944.616259297177
FDI34,OUT027,5105.485237624728
FDG56,OUT046,1029.6424178827979
FDS34,OUT046,1838.9508757380538
DRC01,OUT035,1073.1285467854887
FDQ04,OUT035,859.7299234109071
FDK04,OUT035,1141.7910599985235
FDT51,OUT049,1924.175509119738
FDV26,OUT017,3251.3452686039923
FDS04,OUT049,2403.4557890267647
FDW43,OUT018,3297.846765507463
FDQ28,OUT010,537.199817440376
NCK06,OUT017,2106.1032740482033
FDS23,OUT018,1811.0570793293973
FDZ36,OUT019,1197.8525751467807
FDE56,OUT018,758.7680521943964
FDW10,OUT027,4205.482425287717
NCN14,OUT045,2861.512751495175
NCQ18,OUT045,1536.0913225634763
FDW08,OUT017,1863.582739084702
FDU43,OUT035,3873.2553800739215
FDR33,OUT010,-179.65155220320986
FDM24,OUT010,520.8324832119637
NCZ05,OUT046,1629.1893408402152
NCV41,OUT035,1930.828037900359
FDV11,OUT018,2512.8648735997886
NCY05,OUT035,774.4517120446558
FDV44,OUT018,2743.8805606858687
FDW32,OUT049,1495.7878775659428
NCU18,OUT027,3698.0304796524124
NCC43,OUT035,4092.1837132842297
FDW19,OUT013,1909.0972304702957
FDN31,OUT035,3172.2819977382383
FDI48,OUT045,889.6105835901374
FDS24,OUT017,1616.9325861984535
FDF46,OUT049,1973.6455902026587
DRG23,OUT017,2566.179675251476
FDG14,OUT018,2161.9920925242905
NCY30,OUT049,2882.426062468294
FDO28,OUT018,1686.8799121233308
DRD24,OUT035,2401.687209386636
FDI33,OUT049,1544.4657051751235
FDN32,OUT046,2875.864297353707
FDR16,OUT045,3406.524685016331
FDF26,OUT046,2479.993100565972
NCN29,OUT018,505.88350862337546
FDE20,OUT045,2705.789555505167
FDA46,OUT046,2994.636651657249
FDU28,OUT045,2963.715892518851
FDQ48,OUT045,1629.4269243265337
FDV36,OUT013,2093.8787024966737
FDR14,OUT018,590.5915530074093
FDP23,OUT017,3579.766915487168
FDP56,OUT013,961.6771039636919
FDK48,OUT010,-673.7813155719743
FDR48,OUT046,2389.2934796276695
NCY29,OUT049,1037.6247655432949
FDM22,OUT018,641.8939122216135
DRJ01,OUT013,2672.2324617557083
FDZ43,OUT045,3865.576837893999
FDV03,OUT035,2575.576150490486
FDX11,OUT027,4354.432150820945
NCA41,OUT027,4479.27013820491
FDE38,OUT017,2818.991128529828
FDI27,OUT018,545.0312817782808
FDN32,OUT013,2948.7453412095383
NCN43,OUT017,2076.4706895394916
FDB47,OUT027,4702.5263707797685
FDV03,OUT017,2588.6688480957437
NCN30,OUT045,1536.9095766469104
NCV54,OUT010,-26.945660750487832
FDV07,OUT013,1858.9932984822099
FDP07,OUT049,3194.721659124149
FDK48,OUT018,932.3983678430028
FDM15,OUT019,638.9243844632572
FDY19,OUT027,3327.9576652478945
FDK46,OUT046,4046.0131986393267
FDY11,OUT045,1152.940705154776
FDH09,OUT046,850.0771191311628
FDO08,OUT027,4109.81290644876
FDU14,OUT013,3976.565560290289
FDD22,OUT027,3254.8020948257335
FDM27,OUT017,2684.342257478529
FDL02,OUT027,3198.1110671402603
NCA17,OUT035,2436.8505081652584
FDE38,OUT019,800.0710146794405
NCG07,OUT049,3059.6965082290208
DRC27,OUT013,3934.978328331034
FDA27,OUT035,4156.900846653453
FDW40,OUT045,2282.510003759943
DRI11,OUT013,1940.1739055409994
FDN50,OUT046,1531.6506612588487
